,Unnamed: 0,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,User
0,1411.0,https://www.zalando.co.uk/calvin-klein-print-maxi-dress-day-dress-blurred-6ca21c05s-t11.html,Calvin Klein,PRINT MAXI DRESS ,199.99,4.0,white multi-coloured,Satin,100% polyester,100% cotton,Machine wash at 30°C,Unknown,Unknown,Button,Accentuating the waist,Round neckline,Floral,"Belt included, bust darts, slip",Calf length,Sleeveless,Sleeveless,"51.5 "" (Size 10)",Regular Fit,Regular fit,Unknown,"12.0 "" (Size 10)",No,No,No,No,No,iielke@hotmail.com
1,2063.0,https://www.zalando.co.uk/notes-du-nord-cheryl-dress-day-dress-blue-n0p21c013-k11.html,Notes du Nord,CHERYL DRESS ,199.99,4.0,blue,Unknown,"60% polyester, 36% polyamide, 4% elastane",Unknown,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Low v-neck,Checked,Unknown,Calf length,Elbow length,Elbow length,"45.5 "" (Size 10)",Regular Fit,Regular fit,Unknown,"14.0 "" (Size 10)",No,No,No,No,No,iielke@hotmail.com
2,2129.0,https://www.zalando.co.uk/wood-wood-molina-crinkled-dress-day-dress-navy-wo421c015-k11.html,Wood Wood,MOLINA CRINKLED DRESS ,209.99,5.0,navy,Unknown,"79% viscose, 20% nylon, 1% elastane",Unknown,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Accentuating the waist,Round neckline,Plain,"Belt included, bust darts",Calf length,Sleeveless,Sleeveless,"56.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",Yes,No,No,No,No,iielke@hotmail.com
3,2255.0,https://www.zalando.co.uk/lauren-ralph-lauren-rowella-day-dress-lauren-navy-l4221c1a5-k11.html,Ralph Lauren,SURPLICE GEORGETTE MIDI DRESS ,199.99,4.0,black,Unknown,100% polyester,Unknown,Machine wash at 30°C,Unknown,Unknown,Zip,Wrap dresses,Low v-neck,Plain,Belt included,Calf length,"22.0 "" (Size 8)",Long,"46.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",No,No,No,No,No,iielke@hotmail.com
4,2368.0,https://www.zalando.co.uk/weekend-maxmara-cipro-day-dress-blu-mw721c09q-k11.html,WEEKEND MaxMara,CIPRO ,204.99,5.0,navy,Unknown,"76% lyocell, 19% polyamide, 5% elastane",Unknown,Dry clean only,Unknown,Unknown,Unknown,Accentuating the waist,Round neckline,Plain,Belt included,Calf length,3/4 length,Elbow length,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,iielke@hotmail.com
5,2969.0,https://www.zalando.co.uk/day-birger-et-mikkelsen-day-dress-rooibos-tea-da321c074-h11.html,DAY Birger et Mikkelsen,Day dress,209.99,5.0,burnt orange,Unknown,100% polyester,Unknown,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Volant/frill collar,Unknown,Laces,Wrap dresses,Low v-neck,Plain,Unknown,Calf length,"25.5 "" (Size 8)",Long,"50.0 "" (Size 8)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size 8",Unknown,No,No,No,No,No,iielke@hotmail.com
6,1095.0,https://www.zalando.co.uk/fabienne-chapot-noa-dress-day-dress-purplewhite-fah21c039-i11.html,Fabienne Chapot,NOA DRESS ,189.99,4.0,purple,Satin,"97% viscose, 3% elastane",Unknown,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,Unknown,Button,Button down dresses,Unknown,Floral,Belt included,Calf length,"24.0 "" (Size 8)",Long,"48.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,iielke@hotmail.com
7,1385.0,https://www.zalando.co.uk/hugo-neshy-day-dress-open-miscellaneous-hu721c0j4-s11.html,HUGO,NESHY ,189.0,4.0,army green,Mesh,"90% polyester, 10% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Unknown,Zip,Unknown,Unknown,Prints in general,Slip,Calf length,"26.0 "" (Size S)",Long,"48.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",Unknown,No,No,No,No,No,iielke@hotmail.com
8,471.0,https://www.zalando.co.uk/drykorn-malasi-day-dress-orange-dr221c054-h11.html,DRYKORN,MALASI ,179.99,4.0,red,Jersey,"91% cotton, 9% elastane",Unknown,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Round neckline,Plain,Unknown,Calf length,Short,Short,"51.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",Unknown,No,No,No,No,No,iielke@hotmail.com
9,2223.0,https://www.zalando.co.uk/tommy-hilfiger-curve-shift-long-dress-day-dress-blackwhite-toy21c00f-t11.html,Tommy Hilfiger,SHIFT LONG DRESS  ,179.99,4.0,black/white,Unknown,100% viscose,Unknown,"Machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Unknown,Button,Accentuating the waist,Low v-neck,Checked,Belt included,Calf length,"23.0 "" (Size 18)",Long,"50.0 "" (Size 18)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 18","17.5 "" (Size 18)",No,No,No,No,No,iielke@hotmail.com
